City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
268,Carmaux,FR,44.05,2.16,64.99,69,99,11.99,overcast clouds
269,Katsuura,JP,35.13,140.3,60.8,77,20,13.87,few clouds
270,Carutapera,BR,-1.2,-46.02,87.6,57,99,12.5,overcast clouds
271,Saint-Joseph,RE,-21.37,55.62,73.4,73,20,5.82,few clouds
272,Ahualulco,MX,22.4,-101.17,68.0,49,5,3.36,clear sky
273,Fairbanks,US,64.84,-147.72,14.0,85,90,1.12,light shower snow
274,Vila,PT,42.03,-8.16,55.0,94,100,5.01,light rain
275,Tura,IN,25.52,90.22,73.27,86,3,3.51,clear sky
276,Katherine,AU,-14.47,132.27,84.2,58,4,5.82,clear sky
277,Daru,PG,-9.08,143.21,78.6,82,97,10.36,overcast clouds
278,Esperance,AU,-33.87,121.9,59.0,100,90,11.41,overcast clouds
279,Hervey Bay,AU,-25.3,152.85,68.0,77,90,5.82,overcast clouds
280,Innisfail,AU,-17.53,146.03,69.33,88,16,2.51,few clouds
281,Lebyazhye,RU,55.27,66.49,48.99,55,100,9.15,overcast clouds
282,Hirara,JP,24.8,125.28,80.6,81,100,25.1,overcast clouds
283,Ponta Do Sol,PT,32.67,-17.1,73.4,49,20,4.7,few clouds
284,Sinnamary,GF,5.38,-52.95,86.88,60,50,14.38,scattered clouds
285,Bandundu,CD,-3.32,17.37,74.68,93,85,3.62,light rain
286,Weihai,CN,37.5,122.11,61.86,64,100,13.22,overcast clouds
287,Chatham,GB,51.38,0.53,61.0,77,100,1.01,overcast clouds
288,Miri,MY,4.41,114.01,77.0,94,20,2.24,few clouds
289,Chapais,CA,49.78,-74.85,37.4,64,90,8.05,overcast clouds
290,Wangqing,CN,43.32,129.76,44.38,81,68,2.42,broken clouds
291,Taksimo,RU,56.34,114.88,18.1,83,14,3.67,few clouds
292,Kropotkin,RU,45.44,40.58,51.24,62,2,5.14,clear sky
293,Torbay,CA,47.67,-52.73,60.8,63,75,19.46,broken clouds
294,Benguela,AO,-12.58,13.41,75.33,77,67,6.6,broken clouds
295,Soyo,AO,-6.13,12.37,77.47,79,93,7.87,overcast clouds
296,Abeche,TD,13.83,20.83,87.51,13,0,9.1,clear sky
297,Jian,CN,27.12,114.98,59.02,81,43,6.15,light rain
298,Poum,NC,-20.23,164.02,73.92,71,0,6.53,clear sky
299,Srednekolymsk,RU,67.45,153.68,17.58,97,95,3.65,light snow
300,Chokurdakh,RU,70.63,147.92,14.22,97,91,2.06,overcast clouds
301,Lasa,IT,46.62,10.7,48.99,86,40,4.7,scattered clouds
302,Aykhal,RU,66.0,111.5,8.6,92,90,4.47,light shower snow
303,Monrovia,LR,6.3,-10.8,79.39,83,100,7.76,overcast clouds
304,Vila Velha,BR,-20.33,-40.29,77.0,88,90,4.7,moderate rain
305,Pacific Grove,US,36.62,-121.92,60.8,93,90,4.7,fog
306,Traverse City,US,44.76,-85.62,46.4,64,90,9.17,overcast clouds
307,Tuzha,RU,57.61,47.94,31.51,97,53,7.36,broken clouds
308,Morant Bay,JM,17.88,-76.41,87.8,62,75,18.34,broken clouds
309,Payo,ID,-3.75,103.64,74.03,90,100,1.21,overcast clouds
310,Vanavara,RU,60.34,102.28,22.24,98,86,4.16,overcast clouds
311,Seminole,US,28.71,-81.21,81.0,83,75,12.75,broken clouds
312,Caravelas,BR,-17.71,-39.25,79.43,71,99,8.99,moderate rain
313,Xichang,CN,27.9,102.26,46.83,78,100,6.33,light rain
314,Attock,PK,33.77,72.36,69.01,52,0,5.82,clear sky
315,La Ronge,CA,55.1,-105.28,26.6,63,90,3.36,overcast clouds
316,Kamenka,RU,51.32,42.77,40.51,69,56,9.73,light rain
317,Taviano,IT,39.98,18.09,60.8,77,5,12.59,clear sky
318,Labuhan,ID,-6.88,112.21,81.3,78,27,4.99,scattered clouds
319,Half Moon Bay,US,37.46,-122.43,73.0,82,5,2.28,clear sky
320,Flin Flon,CA,54.77,-101.86,28.4,54,90,2.24,overcast clouds
321,Bathsheba,BB,13.22,-59.52,87.8,66,75,12.75,broken clouds
322,Nyurba,RU,63.28,118.33,15.64,96,45,4.47,scattered clouds
323,Kavieng,PG,-2.57,150.8,79.99,84,81,11.48,moderate rain
324,Kahului,US,20.89,-156.47,75.99,73,1,5.82,clear sky
325,Aksu,CN,41.12,80.26,52.27,39,0,5.99,clear sky
326,Xuddur,SO,4.12,43.89,78.85,67,99,7.07,overcast clouds
327,Whitianga,NZ,-36.83,175.7,60.01,93,67,1.01,broken clouds
328,Emerald,AU,-23.53,148.17,71.6,78,75,6.93,broken clouds
329,Thai Binh,VN,20.45,106.33,73.4,60,75,6.93,broken clouds
330,Lompoc,US,34.64,-120.46,55.4,100,90,3.36,overcast clouds
331,Nikolskoye,RU,59.7,30.79,37.0,89,75,6.71,broken clouds
332,Shu,KZ,43.6,73.76,59.0,92,0,4.0,clear sky
333,Tautira,PF,-17.73,-149.15,82.0,65,20,8.05,few clouds
334,Verkhnevilyuysk,RU,63.45,120.32,16.09,96,36,3.76,scattered clouds
335,Madang,PG,-5.22,145.8,76.1,89,100,5.32,overcast clouds
336,Boguchany,RU,58.38,97.45,26.19,97,72,2.93,broken clouds
337,Whitehorse,CA,60.72,-135.05,18.0,72,75,3.36,broken clouds
338,Dudinka,RU,69.41,86.18,8.6,84,75,4.47,broken clouds
339,Sishui,CN,35.65,117.28,56.37,62,97,6.44,overcast clouds
340,Pathein,MM,16.78,94.73,74.61,96,96,8.21,overcast clouds
341,Padang,ID,-0.95,100.35,79.48,75,66,4.97,light rain
342,Requena,ES,39.49,-1.1,61.0,81,90,8.99,overcast clouds
343,Brae,GB,60.4,-1.35,48.2,93,75,28.86,light rain
344,Talaya,RU,61.38,152.75,14.07,92,28,1.05,scattered clouds
345,Luebo,CD,-5.35,21.42,72.45,87,56,1.36,light rain
346,Khed,IN,17.72,73.38,75.88,92,95,1.5,overcast clouds
347,Namatanai,PG,-3.67,152.43,79.29,77,84,2.13,light rain
348,Igrim,RU,63.19,64.42,29.84,98,100,3.85,overcast clouds
349,Heerlen,NL,50.88,5.98,57.99,87,75,11.41,light rain
350,Enshi,CN,30.3,109.48,53.4,79,99,0.34,overcast clouds
351,Nemuro,JP,43.32,145.57,49.48,66,50,5.03,scattered clouds
352,Swan Hill,AU,-35.34,143.55,50.88,79,57,4.23,broken clouds
353,Mahon,ES,39.89,4.27,68.0,88,20,11.41,few clouds
354,Sao Joao Da Barra,BR,-21.64,-41.05,78.8,65,75,16.11,broken clouds
355,Qesarya,IL,32.52,34.9,80.6,74,40,14.99,scattered clouds
356,Lerwick,GB,60.15,-1.15,48.2,93,75,28.86,light rain
357,Dno,RU,57.83,29.96,35.17,88,87,3.8,overcast clouds
358,Dickinson,US,29.46,-95.05,84.99,62,75,8.05,broken clouds
359,Tambura,SS,5.6,27.47,69.78,94,100,2.04,overcast clouds
360,Winnemucca,US,40.97,-117.74,60.8,21,1,6.93,clear sky
361,Korla,CN,41.76,86.15,52.0,68,0,5.01,clear sky
362,Blairgowrie,GB,56.59,-3.34,51.01,95,87,1.01,overcast clouds
363,Sabha,LY,27.04,14.43,76.39,38,81,11.25,broken clouds
364,Palana,RU,59.12,159.97,32.63,100,100,3.24,overcast clouds
365,Makarov,RU,48.63,142.8,39.42,69,0,5.1,clear sky
366,Bandarbeyla,SO,9.49,50.81,79.84,74,0,3.87,clear sky
367,Te Anau,NZ,-45.42,167.72,33.37,92,16,1.12,few clouds
368,Chalus,IR,36.66,51.42,68.0,88,75,4.7,broken clouds
369,Wattegama,LK,6.8,81.48,77.23,69,28,6.22,scattered clouds
370,Naze,JP,28.37,129.48,73.4,88,75,12.75,broken clouds
371,Asau,RO,46.43,26.4,44.6,81,0,3.11,clear sky
372,Aitape,PG,-3.14,142.35,77.18,86,100,5.12,light rain
373,Kieta,PG,-6.22,155.63,78.62,80,60,3.09,light rain
374,Dongsheng,CN,39.82,109.98,31.8,78,0,11.77,clear sky
375,Garden City,US,42.33,-83.33,54.0,57,75,10.29,broken clouds
376,Watsa,CD,3.04,29.54,64.27,98,90,2.21,overcast clouds
377,Acarau,BR,-2.89,-40.12,85.17,61,60,23.31,broken clouds
378,Maniitsoq,GL,65.42,-52.9,35.96,96,100,17.56,overcast clouds
379,Dawson Creek,CA,55.77,-120.24,21.2,85,75,4.7,broken clouds
380,Santa Cruz De Tenerife,ES,28.47,-16.25,75.0,93,75,24.16,light rain
381,Finschhafen,PG,-6.6,147.87,78.37,80,10,4.32,light rain
382,Minnedosa,CA,50.25,-99.84,30.2,68,90,12.75,overcast clouds
383,Sharanga,RU,57.18,46.54,31.48,97,56,7.23,broken clouds
384,Raudeberg,NO,61.99,5.14,44.6,87,75,18.34,light rain
385,Tuymazy,RU,54.61,53.71,37.81,77,0,6.46,clear sky
386,Nuuk,GL,64.18,-51.72,35.6,93,90,13.87,light rain
387,Faya,SA,18.39,42.45,66.2,13,0,9.17,clear sky
388,Rajkot,IN,22.3,70.78,84.02,64,23,8.39,few clouds
389,Mamallapuram,IN,12.63,80.17,78.8,94,40,4.7,mist
390,Prince Rupert,CA,54.32,-130.32,44.6,81,90,4.7,overcast clouds
391,Houston,US,29.76,-95.36,86.0,61,40,5.82,scattered clouds
392,Bambous Virieux,MU,-20.34,57.76,75.99,73,20,11.41,few clouds
393,Champerico,GT,14.3,-91.92,82.4,78,40,6.93,scattered clouds
394,Fort Nelson,CA,58.81,-122.7,15.8,78,90,3.09,overcast clouds
395,Itoman,JP,26.12,127.67,80.6,74,75,13.87,broken clouds
396,Salalah,OM,17.02,54.09,84.2,54,72,4.7,broken clouds
397,Bingol,TR,38.88,40.49,58.98,49,52,4.92,broken clouds
398,Mudanya,TR,40.38,28.88,64.4,87,75,2.24,broken clouds
399,Durango,MX,24.83,-104.83,75.42,25,0,2.3,clear sky
400,Riyadh,SA,24.69,46.72,75.2,23,0,4.7,clear sky
401,Bonavista,CA,48.65,-53.11,55.45,81,99,14.72,overcast clouds
402,Paka,MY,4.64,103.44,77.0,100,28,0.83,scattered clouds
403,Marrakesh,MA,31.63,-8.01,87.8,19,40,17.22,dust
404,Oskemen,KZ,49.96,82.61,30.2,80,6,3.85,clear sky
405,Gat,IL,31.61,34.76,80.01,10,0,1.01,clear sky
406,Sisimiut,GL,66.94,-53.67,35.71,94,100,13.53,overcast clouds
407,Alyangula,AU,-13.85,136.42,77.0,94,11,3.36,few clouds
408,Sandpoint,US,48.28,-116.55,48.99,75,90,3.0,overcast clouds
409,Umm Kaddadah,SD,13.6,26.69,91.27,11,0,14.88,clear sky
410,Beringovskiy,RU,63.05,179.32,40.95,88,99,12.71,overcast clouds
411,Terney,RU,45.05,136.61,46.2,59,0,4.27,clear sky
412,Vao,NC,-22.67,167.48,72.81,79,33,18.03,light rain
413,Miquelon,PM,47.1,-56.38,55.4,100,75,12.75,broken clouds
414,Nagornskiy,RU,58.77,57.55,35.01,100,73,1.99,broken clouds
415,Maldonado,UY,-34.67,-54.92,53.01,76,100,9.17,light rain
416,Mindelo,CV,16.89,-24.98,89.6,52,14,20.8,few clouds
417,Richards Bay,ZA,-28.78,32.04,68.65,74,94,12.93,light rain
418,Tezu,IN,27.92,96.17,70.0,81,29,4.14,scattered clouds
419,Matagami,CA,49.75,-77.63,33.8,100,90,5.82,light snow
420,Namwala,ZM,-15.75,26.44,82.92,15,0,9.15,clear sky
421,Port-Cartier,CA,50.03,-66.87,43.0,100,90,11.41,mist
422,Togur,RU,58.36,82.83,34.18,93,100,5.26,overcast clouds
423,Dharchula,IN,29.85,80.53,57.6,51,1,3.42,clear sky
424,Kenai,US,60.55,-151.26,24.8,85,1,4.0,clear sky
425,Ulladulla,AU,-35.35,150.47,55.4,100,90,3.65,overcast clouds
426,Batagay,RU,67.63,134.63,8.69,94,100,3.69,overcast clouds
427,Yalta,UA,44.5,34.17,52.99,53,0,6.89,clear sky
428,Dali,CN,25.7,100.18,58.3,89,98,3.24,overcast clouds
429,Sarahan,IN,31.52,77.8,49.32,50,0,3.74,clear sky
430,Formosa Do Rio Preto,BR,-11.05,-45.19,99.45,20,71,9.1,broken clouds
431,Gimli,CA,50.63,-96.99,35.01,98,72,5.01,broken clouds
432,Shimoda,JP,34.67,138.95,55.99,81,10,3.0,clear sky
433,Bruck An Der Leitha,AT,48.02,16.77,53.6,62,95,23.04,overcast clouds
434,Moose Factory,CA,51.26,-80.61,41.0,56,40,8.05,scattered clouds
435,Ararat,AM,39.83,44.7,59.0,51,76,5.77,broken clouds
436,Charters Towers,AU,-20.1,146.27,66.79,91,0,9.06,clear sky
437,Seoul,KR,37.57,126.98,50.0,93,75,2.13,light rain
438,San Ramon,US,37.78,-121.98,75.99,45,1,2.53,clear sky
439,Tsaratanana,MG,-16.78,47.65,76.23,56,35,11.27,scattered clouds
440,Havelock,US,34.88,-76.9,81.0,83,75,4.7,broken clouds
441,Chlorakas,CY,34.8,32.41,75.2,73,20,12.75,few clouds
442,Gospic,HR,44.55,15.37,50.0,93,27,2.24,scattered clouds
443,Kukuna,SL,9.4,-12.67,81.46,82,38,4.05,moderate rain
444,Gaillac,FR,43.9,1.9,64.99,69,100,11.99,overcast clouds
445,La Sarre,CA,48.8,-79.2,36.09,83,85,5.86,overcast clouds
446,Tongren,CN,27.72,109.19,53.37,86,100,1.07,overcast clouds
447,San Carlos De Bariloche,AR,-41.15,-71.31,58.89,35,32,3.56,scattered clouds
448,Mehamn,NO,71.04,27.85,35.92,81,98,7.65,overcast clouds
449,San Quintin,MX,30.48,-115.95,74.39,65,18,11.18,few clouds
450,Haines Junction,CA,60.75,-137.51,26.08,89,100,2.75,overcast clouds
451,Ifakara,TZ,-8.13,36.68,81.54,47,3,4.76,clear sky
452,Marivan,IR,35.52,46.18,50.83,46,0,2.48,clear sky
453,Flinders,AU,-34.58,150.86,61.0,87,25,1.01,scattered clouds
454,Chambas,CU,22.19,-78.91,84.2,74,75,9.17,broken clouds
455,Rawson,AR,-43.3,-65.1,57.79,38,51,15.37,broken clouds
456,Bilma,NE,18.69,12.92,85.91,13,0,5.14,clear sky
457,Havre-Saint-Pierre,CA,50.23,-63.6,42.8,100,90,11.41,light rain
458,Angoche,MZ,-16.23,39.91,78.53,74,0,10.45,clear sky
459,Tucuma,BR,-0.18,-50.05,90.16,55,50,10.67,scattered clouds
460,Port Hardy,CA,50.7,-127.42,50.0,93,75,4.7,broken clouds
461,Komsomolskiy,UZ,40.43,71.72,57.2,50,0,6.93,clear sky
462,Bacolod,PH,10.67,122.95,78.12,86,100,10.51,overcast clouds
463,Fonte Boa,BR,-2.5,-66.27,91.67,52,89,2.73,overcast clouds
464,Ilulissat,GL,69.22,-51.1,42.8,60,75,11.41,light intensity shower rain
465,Boa Vista,BR,2.82,-60.67,95.0,41,75,6.93,light rain
466,Semme,FR,46.2,1.5,62.01,72,100,16.11,overcast clouds
467,Key Largo,US,25.09,-80.45,82.0,71,100,5.99,light rain
468,Smithers,CA,54.78,-127.17,30.2,92,90,4.7,overcast clouds
469,Clyde River,CA,70.47,-68.59,32.0,88,1,21.92,clear sky
470,Kariba,ZW,-16.52,28.8,83.28,27,0,5.41,clear sky
471,La Plata,AR,-34.92,-57.95,60.8,76,75,23.04,broken clouds
472,Jamiltepec,MX,16.28,-97.82,86.88,52,91,4.14,overcast clouds
473,Tailai,CN,46.38,123.4,56.84,38,100,19.13,overcast clouds
474,Arriaga,MX,16.23,-93.9,89.1,51,97,11.27,overcast clouds
475,Gualaquiza,EC,-3.4,-78.55,75.09,78,47,2.15,moderate rain
476,Aginskoye,RU,51.1,114.53,24.87,86,71,18.75,broken clouds
477,Sao Filipe,CV,14.9,-24.5,86.49,54,81,8.28,broken clouds
478,Paamiut,GL,61.99,-49.67,36.84,92,100,19.86,moderate rain
479,La Libertad,EC,-2.23,-80.9,73.4,78,90,10.29,overcast clouds
480,Kushima,JP,31.46,131.23,63.36,79,17,7.99,few clouds
481,Lazarev,RU,52.23,141.51,37.89,74,4,12.12,clear sky
482,Ponnani,IN,10.77,75.93,77.0,94,75,3.36,drizzle
483,Ugoofaaru,MV,5.67,73.0,82.24,80,37,11.86,light rain
484,Dzilam Gonzalez,MX,21.28,-88.93,80.96,88,1,6.17,moderate rain
485,Dedza,MW,-14.38,34.33,68.05,46,3,4.7,clear sky
486,Litovko,RU,49.24,135.17,33.69,88,81,2.13,broken clouds
487,Kokstad,ZA,-30.55,29.42,52.38,86,100,4.34,light rain
488,Saint Anthony,US,45.02,-93.22,32.0,92,90,6.93,heavy snow
489,Axim,GH,4.87,-2.24,78.04,86,73,10.07,broken clouds
490,Berlevag,NO,70.86,29.09,30.2,100,75,4.7,broken clouds
491,Porto Uniao,BR,-26.24,-51.08,84.29,40,37,3.89,scattered clouds
492,Clinton,US,42.59,-82.92,51.01,81,75,8.05,broken clouds
493,Shubarshi,KZ,48.59,57.19,46.85,77,0,16.78,clear sky
494,Namibe,AO,-15.2,12.15,71.6,78,90,19.46,overcast clouds
495,Khasan,RU,42.43,130.64,52.68,80,43,4.54,scattered clouds
496,Muchkapskiy,RU,51.85,42.47,40.6,70,79,8.99,broken clouds
497,Mayo,US,38.89,-76.51,72.0,88,90,5.91,overcast clouds
498,Loikaw,MM,19.67,97.21,63.14,96,54,0.96,broken clouds
499,Alugan,PH,12.22,125.48,79.32,85,98,9.64,overcast clouds
500,Melito Di Porto Salvo,IT,37.92,15.77,66.2,59,20,2.24,few clouds
501,Northam,GB,51.03,-4.22,59.0,87,48,4.0,light rain
502,Gold Coast,AU,-28.0,153.43,64.4,68,40,5.82,scattered clouds
503,Sobolevo,RU,54.43,31.9,35.56,84,72,5.53,broken clouds
504,Miastko,PL,54.0,16.98,46.99,84,100,15.01,overcast clouds
505,Mastic Beach,US,40.77,-72.85,66.2,88,90,5.53,mist
506,Aklavik,CA,68.22,-135.01,23.0,79,90,16.11,light snow
507,Kangaba,ML,11.93,-8.42,86.77,42,38,2.01,scattered clouds
508,Mangrul Pir,IN,20.32,77.35,76.53,74,75,3.15,broken clouds
509,Ternate,ID,0.8,127.4,80.49,77,54,3.98,broken clouds
510,Leshukonskoye,RU,64.9,45.76,25.07,98,89,6.13,overcast clouds
511,Joutseno,FI,61.12,28.51,32.0,85,90,5.82,overcast clouds
512,Otjimbingwe,NA,-22.35,16.13,74.28,22,0,8.55,clear sky
513,Bambanglipuro,ID,-7.95,110.28,79.03,84,98,3.76,moderate rain
514,Sorong,ID,-0.88,131.25,77.31,88,89,7.67,overcast clouds
515,Sampit,ID,-2.53,112.95,74.93,93,38,1.12,light rain
516,Kabinda,CD,-6.13,24.48,71.47,89,87,4.16,overcast clouds
517,Kahuta,PK,33.59,73.39,69.01,52,0,5.82,clear sky
518,Kissidougou,GN,9.18,-10.1,75.24,87,56,4.34,light rain
519,Goya,AR,-29.14,-59.26,88.21,52,0,12.97,clear sky
520,Kavaratti,IN,10.57,72.64,81.14,74,97,9.42,overcast clouds
521,Avera,US,33.19,-82.53,77.0,61,1,9.17,clear sky
522,Necochea,AR,-38.55,-58.74,64.0,45,55,4.0,broken clouds
523,Mackay,AU,-21.15,149.2,71.6,83,90,4.7,overcast clouds
524,Liusha,CN,27.21,108.59,48.04,94,100,1.74,overcast clouds
525,Zilair,RU,52.23,57.44,35.28,87,64,5.99,broken clouds
526,Valparaiso,CL,-33.04,-71.63,75.2,29,0,13.87,clear sky
527,Rio Grande,BR,-32.03,-52.1,64.87,82,99,21.92,overcast clouds
528,High Level,CA,58.52,-117.14,12.2,100,40,2.24,scattered clouds
529,Pulandian,CN,39.4,121.97,62.6,67,100,13.42,overcast clouds
530,Thinadhoo,MV,0.53,72.93,82.85,78,38,11.43,light rain
531,Sao Miguel Do Araguaia,BR,-13.28,-50.16,96.87,29,94,3.29,overcast clouds
532,Felanitx,ES,39.47,3.15,73.4,69,20,6.93,few clouds
533,Gibara,CU,21.11,-76.13,86.0,62,75,10.29,broken clouds
534,Nenjiang,CN,49.18,125.22,47.62,61,99,11.18,overcast clouds
535,Biak,ID,-0.91,122.88,76.53,72,84,6.76,broken clouds
536,Flums,CH,47.09,9.34,48.99,80,100,1.01,overcast clouds
